Field1_links,nb_piece,nb_bains,superficie,adresse
https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-sipres-3854126,6,12,230 ,"Sipres, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-hamo-3-guediawaye-3853524,3,6,150 m2,"Guediawaye, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-parcelles-unite-17-3853376,6,12,200 m2,"Parcelle Assainies, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-grand-mbour-3893585,3,6,175 m2,"Mbour, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-r2-10-pieces-keur-massar-3892862,3,6,150 ,"Keur Massar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-maison-saly-3892741,12,24,400 m2,"Guediawaye, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villas-4-pieces-thies-3892616,6,12,250 ,"Thies, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-8-pieces-almadies-3851017,,,,"Almadies, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-almadies-3851027,6,12,219 ,"Almadies, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-duplex-4-pieces-ouakam-3850990,,,,"Ouakam, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-9-pieces-almadies-3850977,6,,,"Almadies, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-almadies-3850953,6,12,,"Almadies, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villas-4-pieces-fann-3850952,,,,"Fann, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-mermoz-sacre-cur-3850753,6,12,,"Mermoz-Sacré Coeur, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-mermoz-sacre-cur-3850744,,,,"Mermoz-Sacré Coeur, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-almadies-3850748,6,12,,"Almadies, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-saly-3850725,,,,"Saly, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-duplex-6-pieces-ngaparou-3850475,45,90,1500 ,"Ngaparou, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-r1-niakhirat-cite-doudou-bass-3850305,,,,"Rufisque, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-r2-almadies-2-3850318,3,6,150 m2,"Rufisque, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-thiaroye-3890736,3,6,136 m2,"Mbao, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-300m-somone-3890562,9,18,300 m2,"Mbour, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villas-8-pieces-somone-3890530,15,30,590 m2,"Mbour, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-11-pieces-virage-3889885,,,,"Dakar Plateau, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-11-pieces-almadies-3889807,6,12,,"Almadies, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-meuble-bambilor-3889344,3,6,150 m2,"Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-kounoune-3852113,3,6,150 m2,"Keur Massar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villas-6-pieces-sicap-foire-3888992,,,,"Sicap foire, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-mermoz-sacre-cur-3848209,9,18,359 ,"Mermoz-Sacré Coeur, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-a-thiaroye-azur-3888720,3,6,150 m2,"Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-a-ngor-almadies-3844404,,,,"Almadies, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villas-4-pieces-louga-3887716,9,18,300 ,"Louga, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-almadies-3846641,6,12,290 ,"Almadies, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-sipres-mbao-3886631,6,12,,"Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-keur-massar-3886212,3,6,150 ,"Mbao, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villas-meuble-5-pieces-saly-3886088,9,18,350 ,"Saly, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villas-5-pieces-ngaparou-3885816,9,18,300 ,"Rufisque, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-almadies-3844782,6,,212 ,"Almadies, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-almadies-3844311,12,,431 ,"Almadies, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-parcelles-assainies-3847574,3,6,150 ,"Parcelle Assainies, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-a-djily-mbaye-3842779,9,18,300 ,"Djily MBaye, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-ngaparou-3883593,18,36,600 ,"Ngaparou, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-mermoz-sacre-cur-3842418,9,18,354 ,"Mermoz-Sacré Coeur, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-sicap-liberte-3883211,6,12,250 ,"Sicap Liberté, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-mamelles-3841728,,,,"Mamelles, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-8-pieces-mamelles-cite-mbackiyou-faye-3841732,6,12,,"Mamelles, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-ngor-3841696,,,,"Ngor, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-r1-zac-mbao-3841664,,,,"Mbao, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villas-3-pieces-diamniadio-3882795,30,60,1000 ,"Diamniadio, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-a-demolir-avec-titre-foncier-dakar-plateau-3841529,6,12,,"Mbao, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-sipres-2-3854156,6,12,230 m2,"Sipres, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-sipres-3838194,6,12,200 ,"Sipres, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-hotel-saly-portudal-3882147,225,450,7500 m2,"Saly, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-almadies-3837672,6,12,,"Almadies, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-sacre-cur-3837669,,,,"Sacré-Coeur, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-1630-m-almadies-3838947,,,,"Almadies, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-patte-doie-3880507,3,6,165 ,"Patte d'oie, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-dangle-a-demolir-264m-sicap-liberte-3-3835621,6,12,,"Sicap Liberté, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-r2-6-pieces-cite-tobago-vdn-3835616,6,,249 ,"Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-almadies-3838586,6,12,,"Almadies, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-keur-massar-dakar-3835380,3,6,150 ,"Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-mermoz-sacre-coeur-3835158,15,30,500 ,"Mermoz-Sacré Coeur, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-cite-africa-3838061,6,12,,"Ouakam, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-mamelles-cite-mbackiyou-faye-3838058,6,12,,"Mamelles, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villas-6-pieces-sindia-3864699,9,18,300 ,"Mbour, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-basse-castor-3845371,6,12,,"Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-saly-3836540,54,108,1800 ,"Saly, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-virage-3853356,6,,,"Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-r1-7-pieces-ouest-foire-3836107,,,,"Ouest Foire, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-a-ngor-almadies-3836072,6,12,,"Almadies, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-sacre-coeur-3836008,12,24,456 ,"Sacré-Coeur, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-almadies-2-3832101,6,12,,"Almadies 2, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-750-m-cite-cheikh-amar-mamelles-3835750,21,42,750 ,"Mamelles, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-r2-6-pieces-zac-mbao-almadies-2-sortie-9-peage-3835768,3,6,150 m2,"Rufisque, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-mamelles-3835519,6,12,250 ,"Mamelles, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-cite-cheikh-amar-3876842,0,0,4 m2,"Mamelles, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-r1-commerciale-8-pieces-500-m-avec-tf-cite-djily-mbaye-3872653,,,,"Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-maison-2-pieces-nguekhokh-3851819,12,24,450 ,"Mbour, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villas-ucad-2-3832349,,,,"Rufisque, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-triplex-6-pieces-ngor-almadies-3833652,6,12,296 ,"Ngor, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-r2-liberte-6-extension-3855667,6,12,,"Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-basse-commerciale-225-m-avec-tf-castor-3846678,,,,"Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-diamalaye-1-3829856,0,0,88 ,"Diamalaye 1, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-meublee-5-pieces-ngaparou-3874702,9,18,300 m2,"Mbour, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-11-pieces-maristes-3874453,0,0,1 ,"Mariste, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-06-pieces-mermoz-sacre-coeur-3829411,15,30,500 ,"Mermoz-Sacré Coeur, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-r1-8-pieces-ouest-foire-3873497,6,12,,"Ouest Foire, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-sipres-mourtadad-02-3827974,6,12,210 m2,"Sipres, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-en-finition-nguekhokh-3872808,9,,300 m2,"Thies, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-almadies-3872272,,,,"Almadies, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-almadies-3827018,,,,"Almadies, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-rufisque-3870894,45,,1506 m2,"Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-duplex-5-pieces-a-yoff-onomo-3824082,6,12,,"Yoff, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-point-e-3869627,,,,"Point E, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-5-pieces-saly-3869207,6,12,,"Saly, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villas-6-pieces-almadies-3829409,18,36,600 ,"Almadies, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-almadies-3826125,15,30,545 ,"Almadies, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-a-cite-akis-bambilor-3867867,,,,"Rufisque, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-r1-sacre-coeur-1-3867857,6,12,,"Sacré-Coeur, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-297m-dakar-3825374,,,,"Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-meublee-saly-portudal-3867408,15,30,500 m2,"Mbao, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-8-pieces-sacre-coeur-3866940,,,,"Sacré-Coeur, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-fann-mermoz-3821288,12,24,450 m2,"Mermoz-Sacré Coeur, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-duplex-5-pieces-almadies-2-3824457,3,6,175 m2,"Keur Massar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-almadies-3824392,12,24,469 ,"Almadies, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-almadies-3823878,18,,676 ,"Almadies, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-11-pieces-sacre-cur-3823764,6,12,200 ,"Sacré-Coeur, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-mermoz-sacre-cur-3823689,12,24,435 ,"Mermoz-Sacré Coeur, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-13-pieces-toubab-dialaw-3865410,,,,"Toubab Dialao, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villas-11-pieces-rufisque-3864326,6,12,291 ,"Rufisque, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-r1-cite-magistrats-3822480,6,12,,"Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villas-7-pieces-sacre-coeur-3864057,6,,280 ,"Sacré-Coeur, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villas-32-pieces-yarakh-3862551,,,,"Yoff, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-fenetre-mermoz-3819703,6,12,,"Fann, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-studio-sicap-keur-massar-3861782,3,6,100 m2,"Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-mermoz-3822735,9,18,320 m2,"Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-hlm-1-rayba-3861301,3,6,100 m2,"Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-hlm-1-3861270,3,6,100 m2,"Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-r1-6-pieces-a-mermoz-comico-3816573,,,,"Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-sipres-mbao-3861047,3,6,153 m2,"Rufisque, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-maison-7-pieces-diourbel-3860728,15,30,560 m2,"Sicap foire, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/villa-r2-a-wakam-3859252,6,12,250 m2,"Ouakam, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-r2-yoff-3858703,3,6,150 m2,"Grand Yoff, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-3-pieces-mermoz-sacre-coeur-3813921,3,6,180 ,"Mermoz-Sacré Coeur, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-point-e-3819784,21,42,700 ,"Point E, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-r2-niarry-tally-3858165,6,12,,"Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-basse-4-pieces-keur-mbaye-fall-3817338,3,6,150 m2,"Keur Massar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-8-pieces-hlm-1-3856539,3,6,100 m2,"HLM, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-grand-standing-corniche-ouest-3816224,,,,"Fann, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-a-liberte-6-extension-3816110,6,12,204 ,"Sicap Liberté, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-pied-dans-leau-a-yoff-ocean-3816099,15,30,540 ,"Yoff, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-golf-sud-3855637,6,12,,"Djida Thiaroye Kaw, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-cite-aliou-sow-golf-3855599,3,6,150 m2,"Grand Dakar, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-fenetre-mermoz-3811367,6,12,,"Mermoz-Sacré Coeur, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-mamelles-3811277,,,,"Mamelles, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-15-pieces-mbao-3854788,6,12,200 ,"Mbao, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-almadies-3814549,12,24,434 ,"Almadies, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-12-pieces-almadies-3813969,18,36,600 ,"Almadies, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-grand-dakar-3853826,6,12,,"Grand Dakar, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-mermoz-sacre-cur-3813426,12,24,450 ,"Mermoz-Sacré Coeur, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-r1-zac-mbao-3853402,3,6,150 m2,"Rufisque, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-r2-7-pieces-sacre-cur-3-3812884,6,12,,"Sacré-Coeur, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-almadies-3812286,12,24,452 ,"Almadies, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-duplex-5-pieces-terminus-76-de-keur-mbaye-fall-3810951,6,12,,"Keur Massar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-almadies-3822330,0,,1 m2,"Mermoz-Sacré Coeur, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-680m-sacre-coeur-3808653,,,,"Sacré-Coeur, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-hann-bel-air-3851227,3,6,150 ,"Hann Bel-Air, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-ngor-3825128,0,0,1 m2,"Ngor, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-680m-liberte-1-3825135,18,36,680 m2,"Dieuppeul-Derklé, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-keur-massar-3809571,6,12,,"Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-10-pieces-3813488,0,0,1 m2,"Mamelles, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-meublee-7-pieces-mamelles-cite-mbackiyou-faye-3813480,0,0,1 ,"Mamelles, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-ngor-3806163,39,78,1300 ,"Ngor, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-tivaoune-3808597,6,12,,"Ouest Foire, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villas-4-pieces-touba-guede-3850139,9,,320 ,"Touba, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-8-pieces-mamelles-3807758,9,18,300 ,"Mamelles, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-6-pieces-somone-3849620,12,24,450 m2,"Saly, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-425-m-ngaparou-3849592,12,24,425 m2,"Saly, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-maison-r1-a-saint-louis-3807345,,,,"Saint Louis, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-500m-mbour-3804795,15,30,500 ,"Mbour, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-235m-sacre-cur-3-3827287,6,12,235 m2,"Sacré-Coeur, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-r1-4-pieces-cite-fadia-3849106,3,6,150 m2,"Guediawaye, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-cite-horizon-vdn-3826977,0,0,1 m2,"Ouest Foire, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-parcelles-assainies-unite-5-3809616,3,6,150 m2,"Rufisque, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villas-4-pieces-mbao-3847702,3,6,150 ,"Mbao, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villas-keur-massar-3847322,3,,150 ,"Keur Massar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-keur-massar-3846687,6,12,,"Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villas-3-pieces-ngaparou-3846518,,,,"Ndiass, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-11-pieces-parcelle-assainies-3846365,3,6,150 ,"Parcelle Assainies, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-7-pieces-djily-mbaye-3846357,3,6,150 ,"Djily MBaye, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-mermoz-sacre-cur-3804738,12,24,453 ,"Mermoz-Sacré Coeur, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-duplex-r1-5-pieces-au-pont-assurance-de-keur-mbaye-fall-3808187,3,6,150 m2,"Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-10-pieces-sacre-coeur-1-3803227,18,36,680 ,"Sacré-Coeur, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-sipres-3801029,6,12,210 ,"Sipres, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-meublee-ngaparou-3806244,18,,600 m2,"Mbour, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-almadies-3803333,15,30,550 ,"Almadies, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-r1-saly-3844070,15,30,500 m2,"Mamelles, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villas-5-pieces-saly-3843969,30,60,1000 ,"Saly, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-r1-sacre-cur-3802744,6,12,,"Sacré-Coeur, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villas-5-pieces-yoff-3843801,,,,"Yoff, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-meublee-5-pieces-mermoz-3843608,6,12,,"Mermoz-Sacré Coeur, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-almadies-3802260,18,36,600 ,"Almadies, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-almadies-3801954,15,30,560 ,"Almadies, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-duplex-5-pieces-keur-mbaye-fall-3801523,3,,150 m2,"Keur Massar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-mermoz-sacre-cur-3800636,12,24,453 ,"Mermoz-Sacré Coeur, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-210m-ouest-foire-3800611,,,,"Ouest Foire, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-100m-dakar-3800621,6,12,,"Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-250m-dakar-3800603,,,,"Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-dakar-3800606,6,12,,"Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-300m-ouakam-3800595,6,12,,"Ouakam, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-grand-yoff-3841187,,,,"Grand Yoff, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-150m-tivaoune-peulh-3841158,6,12,,"Rufisque, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-12-pieces-almadies-3798601,,,,"Almadies, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-mermoz-sacre-cur-3798484,6,12,,"Mermoz-Sacré Coeur, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-r1-cite-fadia-3839248,3,6,151 m2,"Guediawaye, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-meublee-6-pieces-almadies-3838743,6,12,,"Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-150-m2-rufisque-3838672,3,6,150 m2,"Guediawaye, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-7-pieces-mermoz-fenetre-3797228,27,54,900 ,"Mermoz-Sacré Coeur, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-5-pieces-mermoz-3797494,9,18,350 ,"Mermoz-Sacré Coeur, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villas-7-pieces-mermoz-fenetre-3797224,27,54,900 ,"Mermoz-Sacré Coeur, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-sattar-sacre-coeur-3797475,6,12,250 ,"Mermoz-Sacré Coeur, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villa-6-pieces-mermoz-3794315,21,42,700 m2,"Mermoz-Sacré Coeur, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-4-pieces-sicap-liberte-3-3797504,9,18,300 ,"Sicap Liberté, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villa-10-pieces-mermoz-3797233,30,,1076 ,"Mermoz-Sacré Coeur, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-villas-r4-dieuppeul-derkle-3837970,3,6,178 ,"Dieuppeul-Derklé, Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/vente-maison-170m-diamalaye-3837721,3,6,170 m2,"Dakar, Sénégal"
https://sn.coinafrique.com/annonce/villas/location-villas-4-pieces-ngaparou-3837506,6,12,200 ,"Ngaparou, Sénégal"
